x,y,z
-14.674554890172724,13.01130421919864,40.29996983497366
-30.967521617904314,-8.165578262501086,40.399919682439894
-38.02348911912882,-18.697338283794846,39.999859333443155
-45.01537388315054,-29.432247991003415,39.899773265490474
-51.98510065755228,-40.77528542301477,39.699657735918635
-57.85681250190356,-51.17814852425646,39.79953204943598
-64.65532980196362,-64.21225455444252,39.899348616324176
-70.18081341046079,-75.9752472369979,39.29916066158319
-78.82983677514332,-93.86297328553229,39.798820951622154
-84.15019240025211,-106.72100538356867,39.69855032653773
-90.58971860507586,-125.77836838625792,39.19811393398726
-96.58782406982927,-143.22335395180528,38.39765715156773
-102.7236535639783,-166.22406188137563,39.09700191343882
-108.31661026502306,-191.78752001004284,39.296190083579276
-111.36091296578593,-208.1417205009831,39.09562358666376
-114.61597628282763,-223.95705347044768,38.8950288056013
-118.6477999037623,-246.10559708913104,38.39413676935513
-124.8014919094739,-278.85863844044513,38.79266787797222
-129.29346734650622,-302.8006363042481,39.19148381243593
-134.48503997334882,-340.7282580284586,39.28945796536442
-135.50090444450413,-360.7905746520121,39.288330149396444
-135.32628392327837,-373.3390473895224,39.387609694664434
-134.53563835412152,-385.5862266599727,39.2868957559634
-133.61772234128804,-396.77934852234137,39.48622664238286
-131.66043793826668,-408.3287125938283,39.3855363514177
-129.3218926538658,-419.62185499356923,39.18484912702053
-126.127508136947,-430.91223404237564,38.98415814347163
-122.60396130271138,-442.01954007666666,38.583464573729316
-118.23075623280229,-453.3201593829813,38.58275167431208
-113.1485422886498,-465.1242490259909,38.7819915083885
-107.78663729224303,-475.8421493914104,38.581291467465064
-101.64377276073128,-486.4091950070591,38.48059288057854
-95.23237135590853,-496.86256814232263,38.47988371932698
-88.1460359829732,-506.81716582185277,38.57920005748332
-80.53872788867733,-516.6474107932936,38.47850964561516
-72.23577609161289,-525.6998825538949,38.27786721381145
-63.969947083799326,-534.0799669528216,38.47725722876967
-55.99192091924054,-541.3243261470094,38.17671974437843
-46.42119086455462,-549.2687483916337,37.97611540402275
-36.50085078155971,-557.0313543999366,38.17550473239055
-25.754564707053014,-564.1945870203747,38.374925756560174
-13.897543383909543,-571.1607398632349,38.37434084327327
-2.1311396538456364,-577.1141788044251,38.073818223932165
8.73698248138254,-582.1425676817181,38.273354380822866
20.790206937863765,-586.8121328101006,38.372897433312176
33.25975607173493,-590.8281484590584,38.572472897423324
46.58481607314601,-594.1435216771811,38.67208078175656
59.58899537772996,-596.9859651955087,38.87170654484032
72.5594217143597,-598.6870349834724,38.87141247465382
85.36039951274958,-599.6833785305299,38.971160357721374
98.9091853823014,-599.965530288988,38.97093829599629
112.01956396146251,-599.7989752006999,39.27073751329891
125.39584577558497,-598.8506342303533,39.57057825055824
138.18408442538376,-596.9333418914937,39.77049459154517
150.6065379968122,-594.8421786420413,39.870409645238624
162.94214293355694,-591.3600947571011,39.870431532178316
174.57888618866698,-587.4248481974334,39.87048869831847
186.52249412672577,-583.1363310797134,39.87054566826271
198.7361571636673,-577.8603293731398,39.97065880547359
211.27571967528118,-571.6352598459348,40.27081880115378
222.1402647463834,-565.1025882499025,40.47103389910393
236.93338779074014,-555.857141939301,40.47131692043723
249.10074304870648,-546.7171966137175,40.271646124009834
261.76108752402627,-536.6989083329038,40.47199300164564
273.2473426418283,-526.2072594035047,40.47238852120904
285.62346328766495,-514.7310738835149,40.272786091977736
303.9861276021287,-495.06160687381447,40.27349982111667
323.2550558181244,-473.2304775171333,39.87421531670532
342.7170652155648,-449.45121527290837,39.3749253453347
361.88474077799737,-426.17229510280157,39.375470352950344
379.9695613736031,-403.3241202094056,39.475909853847924
402.8441805892588,-375.4334015394995,39.47621538348321
419.0887885750023,-355.65030680888924,39.27630701665851
435.4603564985328,-335.00915094915194,39.17633239482126
452.7308083476418,-313.9702781091023,39.476204817448576
468.2983788770857,-294.68490358622614,39.17600503637783
485.8735862254328,-273.5147063370388,39.17563774995182
502.25522749835216,-253.41495375283665,39.47520305709661
517.8770882820548,-233.9019049792468,39.2747029346268
533.0468177922531,-215.2644305885965,39.27411291860574
548.3042529749957,-196.56131765043457,39.4734267607506
562.7871772637384,-177.66671817558205,39.27272280525797
577.136550461843,-157.41596802169877,39.57197565833283
589.6288072973574,-137.6433426528227,39.371293188845385
599.8435089673329,-119.55329682185032,39.67070773347971
608.1294859334913,-100.0440609094662,39.47026090924861
615.4866483814868,-79.25589755820597,39.369849140719566
619.165453933658,-64.47198739524548,39.46966058747428
621.7977818699684,-50.51088221632448,39.66953104340414
623.3195981789946,-36.2098253731126,39.76948019302614
624.6042589195689,-21.089059069450066,40.069422795455964
624.759377912619,-6.7528037351508825,39.46943899467132
623.7069561524767,7.359883028373785,38.5695411814794
621.655877304011,21.467934676988186,37.06970917590505
618.9554151918309,36.56817178035916,35.369902558602696
615.4949516183366,51.6120738623985,35.47013270558767
610.1007554804921,67.3484662912902,37.47050312328476
603.309714124926,84.68946819956861,38.97094099226241
593.8553430549832,102.06700078173438,38.57157196671137
585.9879462399632,115.38711102296264,38.97207096393959
572.1394240783105,133.85540284780612,39.07296472343555
562.3340929634118,145.13595508422603,39.17358818738926
549.4494076068917,158.0939489691845,39.17440077804437
537.1119574986101,168.92099087102423,39.77517193194578
526.662609743081,176.65020027538583,39.6758321895485
513.3343515338468,185.7351659965692,39.67665855660216
504.1676476929088,190.88098601965928,40.17723641123847
491.11137188686115,197.79571594823798,41.278042461952694
480.9764566485956,202.53199660571016,42.47866470736302
467.0668495137504,208.0208403828356,43.17951993507633
454.4808064171306,211.4594614502694,43.7803145747949
437.4343690834455,215.52684961385876,43.98136833109184
423.52483170951365,218.28303043390508,44.18221187437345
408.05359236980075,219.83908217078448,44.08316549135796
391.39732736123517,220.6417566391006,43.78418016113194
375.0439924257689,220.02983034079347,43.58518259921493
357.34127935498685,218.18718111499817,43.586261083013696
340.61691021720884,215.3278310598752,43.48727236308763
324.46929326199523,211.58197078098814,43.0882388382789
307.5410809065725,206.69477082097612,42.48923710863248
290.5079791325331,200.94812639279053,41.69021873666671
274.2343213872344,194.94292604225757,42.29112511552965
256.95823488845656,188.41806241003962,42.69204018212328
239.66559415504207,181.0824817201545,42.49292557444321
222.7563066148163,173.77835860865247,41.99374146807167
206.34093985865513,166.88582777010845,41.99447748293663
189.80823218538316,159.65863053480774,42.3951757359816
172.0525878737355,151.920319332017,42.29586826919695
151.40265595085936,143.09637431357257,41.696595808787826
136.50953153363457,135.92569830450321,41.39708877519849
121.73625555055199,128.03202603539702,41.49755123981262
106.10344152110395,119.59251134298916,41.49799435905711
87.182603823359,107.0875286899882,40.59850349123213
72.90563501481115,96.92827317797192,41.09884535238985
53.63541385415443,82.10529455630117,40.79924486577445
36.04841664047638,67.12595711781286,40.89954406522042
24.421625049321296,56.04692733471367,40.499706379338356
9.45578871488091,41.22107809023063,40.39985943075834
-1.1110659471819209,29.340458771872193,40.299932233381206
-9.482516991072076,19.49551639577067,40.399963084213724
